Rank,Name,Developer,Category,Size,Star Rating,Reviews,Downloads,Rated for
146,नमस्ते इंग्लिश - Speak English,HinKhoj.com (हिंखोज.कॉम),Education,23 MB,4.3,39T,1M+,3+
147,IGNOU StudentApp,IGNOU,Education,893 kB,2.6,4T,1M+,3+
148,#1 Question Answer App: Hindi GK +10 Langs: Vokal,Koo India,Education,8.4 MB,4.1,27T,1M+,3+
149,Uolo Notes - Instant Messaging,Uolo Technology,Education,52 MB,4.2,30T,1M+,3+
150,Learn Korean - Beginners,BNR Languages,Education,16 MB,4.7,17T,1M+,3+
151,Injection Doctor Emergency Hospital : Doctor Games,YoYo Fun Games,Education,51 MB,3.9,6T,1M+,12+
152,myCBSEguide - CBSE Papers & NCERT Solutions,Elpis Technology Solutions (P) Ltd,Education,12 MB,4.4,1L,5M+,3+
153,Classplus: Online Teaching App for Educators,Bunch Microtechnologies,Education,26 MB,3.6,8T,1M+,3+
154,Hunar Online Courses for Women,Hunar Online Courses,Education,8.9 MB,4.0,2T,1M+,3+
155,Doll Bakery Delicious Cakes,rosytales,Education,47 MB,3.6,2T,1M+,3+
156,ChuChu TV Nursery Rhymes Videos Pro – Learning App,ChuChu TV Studios LLP,Education,35 MB,3.9,7T,1M+,3+
157,Aryaamoney,Aryaamoney Pvt Ltd,Education,4.7 MB,4.0,4T,1M+,3+
158,Star Tracker - Mobile Sky Map & Stargazing guide,PYOPYO Studio,Education,13 MB,4.4,56T,5M+,3+
159,English speaking course 30 days,Guruji Educational,Education,3.6 MB,4.4,2T,1M+,3+
160,English Kids App,Urva Apps,Education,36 MB,4.2,5T,5M+,3+
161,Edutor App - Open platform for Teaching & Learning,NIB Edusoft Pvt Ltd,Education,13 MB,4.5,999,100K+,3+
162,Quest App,Quest Alliance,Education,11 MB,4.1,1T,100K+,3+
163,FreeJobAlert.Com Official App Free Job Alert,FreeJobAlert.Com,Education,9.8 MB,4.5,2T,1M+,3+
164,ePathshala,NCERT,Education,6.9 MB,4.2,37T,1M+,3+
165,"eSaral - JEE, NEET, Class 9 & 10 Preparation App",eSaral,Education,41 MB,4.2,10T,500K+,3+
166,V-School Free,V-School by VOPA,Education,35 MB,4.1,4T,500K+,3+
167,Hindi to English Translator,InformerMegs,Education,9.2 MB,4.4,6T,1M+,3+
168,EDU TERIA,EDUTERIA,Education,52 MB,4.6,663,10K+,3+
169,Teuida: Learn & Speak Korean,TEUIDA,Education,85 MB,4.6,15T,500K+,3+
170,Math Tricks,Antoni Ion,Education,5.9 MB,4.5,4L,10M+,3+
171,लुसेंट वस्तुनिष्ठ सामान्य ज्ञान हिन्दी मे -Offline,GK In Hindi Offline,Education,11 MB,4.5,60T,1M+,3+
172,Quizizz: Play to learn,Quizizz Inc.,Education,54 MB,4.8,1L,5M+,3+
173,Riyaz - Learn Singing,MusicMuni Labs,Education,33 MB,4.4,27T,1M+,12+
174,INSURANCE EXAM: IC38EXAM LIFE GENERAL HEALTH TESTS,InsuranceExamApp,Education,5.6 MB,4.5,21T,1M+,3+
175,Apne naam se Jameen dekhne Bhulekh,Jaywati tech,Education,5.6 MB,3.6,403,500K+,3+
176,आवास योजना में अपना नामचेक करे,Veerpal tech,Education,6.3 MB,3.7,397,100K+,3+
177,Common English Words - Used In Daily Life,Techpurush,Education,13 MB,4.3,3T,100K+,3+
178,Solar System Scope,"INOVE, s.r.o.",Education,77 MB,4.6,1L,10M+,3+
179,Simplilearn: Learning App,Simplilearn Solutions,Education,18 MB,4.5,19T,500K+,3+
180,Skillshare - Creative Classes,"Skillshare, Inc",Education,27 MB,4.4,49T,1M+,3+
181,Khan Academy,Khan Academy,Education,21 MB,4.6,1L,10M+,3+
182,Pro coding,ATEU Softwares,Education,4.8 MB,4.5,506,50K+,3+
183,"Bank, SSC, Railway Exam Prep App | Free Mock Tests",PracticeMock,Education,8.1 MB,4.3,4T,500K+,3+
184,Karnataka LMS,Enthralltech Pvt. Ltd.,Education,14 MB,3.9,348,100K+,3+
185,Digita voter id card downlood,it creator,Education,4.8 MB,3.2,211,100K+,3+
186,Paise kaise kamaye - एक दिन में पैसेवाले कैसे बने,shree hari nath,Education,4.5 MB,3.8,513,500K+,3+
187,Moodle,Moodle Pty Ltd.,Education,15 MB,3.9,1L,10M+,3+
188,Quran with Urdu Translation,Quran Reading,Education,36 MB,4.5,1L,5M+,3+
189,नाम से जमीन देखें 1 मिनट में,Kapilhalp,Education,4.8 MB,4.0,63,50K+,3+
190,Stellarium Mobile - Star Map,Stellarium Labs,Education,78 MB,4.8,48T,5M+,3+
191,Hindi Varnmala Kids,MBD Group,Education,14 MB,3.7,894,1M+,3+
192,English Connection,English Connection eLearning,Education,41 MB,4.6,2T,100K+,3+
193,VoxGuru,Pratibha's Music eCademy,Education,19 MB,4.2,1T,100K+,3+
