Rank,Name,Developer,Category,Size,Star Rating,Reviews,Downloads,Rated for
110,Gesture Lock Screen,Q Locker,Lifestyle,4.4 MB,4,88T,1Cr+,3+
111,Magnifier Plus with Flashlight,"Digitalchemy, LLC",Lifestyle,7.5 MB,4.3,68T,1Cr+,3+
112,Connected - Family Locator - GPS Tracker,Kayisoft,Lifestyle,80 MB,4.8,2T,10L+,3+
113,CallMe4 - The Phone Consultation App,callme4,Lifestyle,17 MB,3.9,5T,5L+,3+
114,Kundli Milan - Vivah Matching,Nithra Apps,Lifestyle,6.9 MB,4.2,3T,10L+,3+
115,Speak to Torch Light - Clap to flash light,Global Coporation,Lifestyle,6.8 MB,3.9,21T,50L+,3+
116,Om Tamil Calendar 2022 - Tamil Panchangam app 2022,CodeRays Technologies,Lifestyle,23 MB,4.5,2L,10L+,3+
117,SBI Rewardz,State Bank Group,Lifestyle,4.9 MB,3.8,2L,50L+,3+
118,Color Call Screen & Call Theme,Color-Call-Screen-App,Lifestyle,6.5 MB,4.1,19T,5L+,3+
119,My Personal Notepad,Casual Games and Apps,Lifestyle,26 MB,4.3,51T,10L+,3+
120,"Mangaldeep Pujas, Bhajans, Mantras and more",Mangaldeep Agarbattis,Lifestyle,21 MB,4.4,5T,10L+,3+
121,Diary,DroidVeda LLP,Lifestyle,18 MB,4.2,28T,50L+,3+
122,"Life : Personal Diary, Journal",Hitbytes Technologies,Lifestyle,7.2 MB,4.2,90T,10L+,3+
123,Heart Surgery Emergency Hospital : Doctor Game,YoYo Fun Games,Lifestyle,49 MB,3.8,2T,5L+,12+
124,Fast Save for Instagram,Avalon Inc,Lifestyle,4.8 MB,3.7,3T,5L+,3+
125,Baby Girl Caring Pinky Style,Chic World,Lifestyle,61 MB,4,883,5L+,3+
126,स्टेटस जो सबको हिलादे  Attitude Status In Hindi,Snehal Status App,Lifestyle,15 MB,4,1T,5L+,3+
127,"RentoMojo: Rent Furniture, Appliances, Electronics",RentoMojo,Lifestyle,17 MB,4.1,22T,10L+,3+
128,Motivational Quotes in Hindi - Quotes Guru,VidCraze,Lifestyle,6.0 MB,4.5,4T,1L+,3+
129,Textures for Minecraft PE,Master for MCPE,Lifestyle,5.5 MB,4,13T,10L+,3+
130,Crazy Chef-Pizza Cooking Games,Sweet Maker Shop,Lifestyle,59 MB,4.1,1T,5L+,3+
131,Pop it Fidget Toys 3D: Squishy magic Puzzle Games,Phone Games Studio,Lifestyle,41 MB,3.7,488,1L+,3+
132,Fingerprint fortune telling. Prediction of the day,Brain,Lifestyle,14 MB,3.8,8T,5L+,3+
133,"nearbuy.com - Restaurant,Spa,Salon,GiftCard Deals",nearbuy India Private Limited,Lifestyle,17 MB,4.4,78T,50L+,3+
134,Motivational Quotes - Daily Quote & Status Message,Motivational Soul | Daily Quotes,Lifestyle,11 MB,4.6,99T,10L+,12+
135,Learn Crafts and DIY Arts,Rstream Labs,Lifestyle,15 MB,4.3,13T,10L+,3+
136,AttaPoll - Paid Surveys,AttaPoll,Lifestyle,6.3 MB,4.3,77T,50L+,3+
137,Lessons in Life Quotes,Sweet Love Studio,Lifestyle,4.6 MB,4.6,16T,10L+,12+
138,Slime ASMR Simulator - DIY Satisfy Relax Slime,Jamcoco,Lifestyle,79 MB,4.1,1T,50L+,3+
139,21 Days Habit Challenges,ByBaz,Lifestyle,17 MB,4.3,29T,10L+,3+
140,Birthday Wishes Status and Quotes,Creative App's,Lifestyle,22 MB,3.6,514,1L+,3+
141,Tasbeeh Counter,Rise of Brains,Lifestyle,8.4 MB,4.6,55T,10L+,3+
142,Astrology & Horoscope,webjyotishi.com,Lifestyle,16 MB,4.2,14T,10L+,3+
143,SquadRun,Squadrun,Lifestyle,13 MB,4.1,7T,5L+,3+
144,Unicorn Diary With Lock,Cotton Candy Apps,Lifestyle,21 MB,4.2,19T,10L+,12+
145,"Prayer Times - Qibla, Auto Silent & Qaza Namaz",Dawat-e-Islami,Lifestyle,37 MB,4.8,80T,10L+,3+
146,खुशजीवन - Daily Rashifal App,HinKhoj.com (हिंखोज.कॉम),Lifestyle,11 MB,4.1,5T,10L+,3+
147,smart bracelet watch app,sami_technology,Lifestyle,17 MB,3.9,84,50T+,3+
148,Tarot Card Reading & Astrology,Innovana Techlabs Limited,Lifestyle,17 MB,4.4,20T,10L+,3+
149,Janm Kundli,Indo Soft,Lifestyle,11 MB,3.4,353,1L+,3+
150,Kapoor Designers,Kapoor Designer Exports Private Limited,Lifestyle,18 MB,4.4,301,50T+,3+
151,Vaccine Injection Game : Surgery Doctor Games,DeduToons,Lifestyle,46 MB,4.4,1T,1L+,7+
152,forPaws: Find your lost pet,Mars Incorporated,Lifestyle,9.7 MB,4.1,112,50T+,12+
153,Astro+ Horoscope & Astrology,xLabs Dijital Hizmetler A.S.,Lifestyle,35 MB,1.9,453,1L+,3+
154,Coin Bazaar : Buy and Sell,India Bazaar Apps,Lifestyle,9.1 MB,3.9,251,10T+,3+
155,Money Well - Games for rewards,Money Well,Lifestyle,49 MB,4.1,2L,1Cr+,12+
156,Bodhi- Astrology Horoscope App,Bodhi Astrology App,Lifestyle,14 MB,4.7,1T,50T+,3+
157,Widgets iOS 15 - Color Widgets,ZipoApps,Lifestyle,22 MB,4.2,44T,50L+,3+
158,SB Answer - Surveys that Pay,Prodege,Lifestyle,41 MB,4.1,70T,10L+,3+
159,"Free Kundli - Panchang, Astrology and Horoscope",Deepak Chopra ( Astrologer ),Lifestyle,6.2 MB,4.4,5T,5L+,3+
160,GoSats - Bitcoin Rewards App,Saffron Technologies Pte Ltd,Lifestyle,16 MB,3.9,204,50T+,3+
